shipment_id,scenario_name,Time,step_index,true_cargo_temp,true_ambient_temp,true_door_open,true_vehicle_speed,true_compressor_on,true_duty_cycle,true_compressor_effectiveness,true_power_available,observed_temp,observed_ambient_temp,observed_humidity,observed_door_state,door_open_duration_min,observed_vehicle_speed,vehicle_stationary_duration_min,observed_compressor_state,observed_compressor_duty_cycle,observed_compressor_effectiveness,observed_battery_voltage,observed_refrigeration_current,is_traffic,risk_level,y_next_60_R2
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:00:00,0,1.9133936795759676,20.776620099249023,0,68.51289576473992,1,0.6,1.0,1,1.9500674792109811,20.86430447817668,92.0589065449211,0.0,0.0,67.53789834529617,0.0,1.0,0.6,1.0,13.010283014274377,8.92999596738963,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:10:00,1,1.9298034320632609,21.10757146993071,0,63.45974133329344,1,0.6,1.0,1,2.0542815553241818,21.149861521911244,92.19668736666566,0.0,0.0,62.61164529610064,0.0,1.0,0.6,1.0,12.671757462705461,7.238181422665707,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:20:00,2,1.978448176451794,20.404924463524452,0,74.73629432431524,1,0.6,1.0,1,2.238456503965104,20.963533472042663,92.43126878559104,0.0,0.0,73.21725348759634,0.0,1.0,0.6,1.0,12.760613023254491,8.187614290185437,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:30:00,3,2.0281375754995272,20.327878072812474,0,65.78865290708487,1,0.6,1.0,1,2.1400616654470017,20.41531465307391,91.82175866069169,0.0,0.0,66.3900651411188,0.0,1.0,0.6,1.0,13.124921195189193,7.479238779274038,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:40:00,4,2.0311522894947722,20.465417574288786,0,65.17163924044263,1,0.6,1.0,1,2.0657404786606457,20.288457751773144,92.30412141691917,0.0,0.0,62.14394744438786,0.0,1.0,0.6,1.0,13.493652707864994,8.592628118682217,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 08:50:00,5,2.0293673546353417,20.002645440770063,0,61.545772778549335,1,0.6,1.0,1,1.6644396399542138,19.74436284278128,91.44649375534385,0.0,0.0,58.61993271137322,0.0,1.0,0.6,1.0,13.1695349178279,7.965932866036598,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:00:00,6,2.0635734261879746,20.469944316665448,0,71.20305498320907,1,0.6,1.0,1,2.2823696232544606,20.3420658627982,92.96808064620805,0.0,0.0,70.48843735718063,0.0,1.0,0.6,1.0,12.685838215563418,9.955190803894263,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:10:00,7,2.120579218135643,19.906310692102302,0,83.8081136191844,1,0.6,1.0,1,2.267919257011031,19.652841527962536,91.03689929784255,0.0,0.0,81.88002417937001,0.0,1.0,0.6,1.0,13.023381529380448,7.2275978598741535,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:20:00,8,2.154108061953752,20.55175797448555,0,72.80226791616926,1,0.6,1.0,1,1.8860383638965832,20.353271280163945,92.29350459029891,0.0,0.0,71.38683062944953,0.0,1.0,0.6,1.0,12.95304881860263,8.8875597403715,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:30:00,9,2.1739054253108137,20.164034064258324,0,79.86791246178208,1,0.6,1.0,1,2.233501932592654,20.11544349732748,91.70898316318714,0.0,0.0,81.0356651184154,0.0,1.0,0.6,1.0,12.75309431365018,8.031457326652152,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:40:00,10,2.1915062640048846,19.718750935033892,0,62.04480155817205,1,0.6,1.0,1,2.1861671066004975,20.077194012586002,89.6236247856588,0.0,0.0,62.01266296683949,0.0,1.0,0.6,1.0,12.507428975107436,9.569551227574827,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 09:50:00,11,2.188316359093129,20.433288340859463,0,66.35994224911362,1,0.6,1.0,1,2.318349274261079,20.21094424439506,90.68838150417949,0.0,0.0,66.79759499584485,0.0,1.0,0.6,1.0,13.382078003801839,10.1896125667756,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:00:00,12,2.177717785205855,20.61977801996108,0,83.4582537378868,1,0.6,1.0,1,2.4026525321082595,20.17808830402193,91.07788963692018,0.0,0.0,81.88500575974179,0.0,1.0,0.6,1.0,12.876068222663083,8.397083066124885,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:10:00,13,2.180996776813544,19.944775381488398,0,70.96518595472926,1,0.6,1.0,1,2.206937536390298,20.026673521658427,90.0607049321137,0.0,0.0,69.45411710638315,0.0,1.0,0.6,1.0,12.511879039639764,8.065929645317265,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:20:00,14,2.19071760073031,20.387559094994213,0,63.49562220519227,1,0.6,1.0,1,2.0106076046459957,20.546349836536354,90.73823463136624,0.0,0.0,63.137084575714965,0.0,1.0,0.6,1.0,13.280350233750546,7.869808757113027,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:30:00,15,2.179749669565559,21.527635049431254,0,63.56885473928192,1,0.6,1.0,1,2.2072630357967906,21.584743896118834,90.90019508503876,0.0,0.0,62.216132543417544,0.0,1.0,0.6,1.0,13.495517097640613,8.629373336153119,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:40:00,16,2.237947356308758,19.522197177085037,0,66.80265399480928,1,0.6,1.0,1,2.4183147955223925,19.6401072712973,93.19295999806941,0.0,0.0,66.25417589710139,0.0,1.0,0.6,1.0,13.019759779720687,9.826904523521184,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 10:50:00,17,2.2133181713053736,21.133532147935547,0,72.95127504144993,1,0.6,1.0,1,1.9621094318851249,21.39443852544409,91.30692350885212,0.0,0.0,71.7397377847818,0.0,1.0,0.6,1.0,13.367481209771055,8.257412119303797,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:00:00,18,2.248094866401197,20.71880721624802,0,81.34664612636786,1,0.6,1.0,1,2.4013347330987758,20.51827188297571,92.11404224311961,0.0,0.0,79.6499923232655,0.0,1.0,0.6,1.0,12.7931317715119,8.215839632129015,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:10:00,19,2.219429207420419,21.15530103069795,0,78.52690279157544,1,0.6,1.0,1,1.8637004809211413,21.06502199298289,90.41784862447591,0.0,0.0,76.86036733146737,0.0,1.0,0.6,1.0,13.274031984408449,8.397367445041947,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:20:00,20,2.222378058936844,20.31897185163028,0,67.0285331208435,1,0.6,1.0,1,2.2661070727714576,20.088059792748084,93.18078339422722,0.0,0.0,64.88816933896327,0.0,1.0,0.6,1.0,13.816102107596489,10.021348732105919,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:30:00,21,2.2452999799748676,20.314100281978526,0,82.67093541499604,1,0.6,1.0,1,2.5570347104462137,20.892254737168045,89.54881440414502,0.0,0.0,81.25733710491505,0.0,1.0,0.6,1.0,13.739895266365949,9.93730886729838,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:40:00,22,2.2453171173702837,20.69818982123199,0,66.30111880201471,1,0.6,1.0,1,2.2983412714165774,20.677443730442413,91.58935765935568,0.0,0.0,64.37285517666974,0.0,1.0,0.6,1.0,12.710779966729397,7.25307530788611,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 11:50:00,23,2.222597773758782,20.63071376784148,0,71.35967866921337,1,0.6,1.0,1,2.2475495503688787,20.384155960843877,91.33735975797107,0.0,0.0,72.38743081163335,0.0,1.0,0.6,1.0,12.343010239248288,8.064878871542822,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 12:00:00,24,2.204298483748454,21.40429892675584,0,67.5529789963532,1,0.6,1.0,1,2.2672956242933076,21.300939256216765,90.22739888729217,0.0,0.0,69.93843404594577,0.0,1.0,0.6,1.0,13.251954300908713,9.97705547855244,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 12:10:00,25,2.1887393338658163,20.746984710518568,0,67.17202760850958,1,0.6,1.0,1,2.193392039910516,20.637602598715564,91.786795120722,0.0,0.0,67.36318359490194,0.0,1.0,0.6,1.0,13.107740408740764,10.511022851356318,0,0.0,0.0
SYNTH_SHIP_085,SCENARIO_3_TRAFFIC_HEALTHY,2026-06-01 12:20:00,26,2.2159750700167122,20.6076309475201,0,61.70698964520076,1,0.6,1.0,1,1.9614364538115259,20.32592996503516,93.8415175290199,0.0,0.0,60.9031774484255,0.0,1.0,0.6,1.0,12.953830326171337,9.732834237570957,0,0.0,0.0
